Time [s],Channel 5,Channel 6
28.606715040,1,0
28.631680640,0,0
28.631688640,0,1
28.656653120,0,0
28.656661760,1,0
28.681625280,0,0
28.681633280,0,1
28.706597120,0,0
28.706605600,1,0
28.731569120,0,0
28.731577120,0,1
28.756542400,0,0
28.756550880,1,0
28.781515040,0,0
28.781523040,0,1
28.806488640,0,0
28.806497280,1,0
28.831462080,0,0
28.831469920,0,1
28.856433440,0,0
28.856442080,1,0
28.881407040,0,0
28.881415200,0,1
28.906380320,0,0
28.906389120,1,0
28.931353760,0,0
28.931361920,0,1
28.956326720,0,0
28.956335520,1,0
28.981300160,0,0
28.981308160,0,1
29.006272160,0,0
29.006280960,1,0
29.031245120,0,0
29.031253280,0,1
29.056218240,0,0
29.056227040,1,0
29.081190400,0,0
29.081198560,0,1
29.106162720,0,0
29.106171520,1,0
29.131135040,0,0
29.131143200,0,1
29.141114560,0,0
29.166094880,0,1
29.181076160,0,0
29.181084800,1,0
29.206047840,0,0
29.206056000,0,1
29.231019200,0,0
29.231027840,1,0
29.255991520,0,0
29.255999680,0,1
29.280962560,0,0
29.280971360,1,0
29.305934880,0,0
29.305943040,0,1
29.330905760,0,0
29.330914560,1,0
29.355877760,0,0
29.355885920,0,1
29.380850400,0,0
29.380858880,1,0
29.405821600,0,0
29.405829440,0,1
29.430792160,0,0
29.430800640,1,0
29.455763520,0,0
29.455771360,0,1
29.480734400,0,0
29.480742880,1,0
29.505705920,0,0
29.505713920,0,1
29.530676800,0,0
29.530685440,1,0
29.555648960,0,0
29.555656960,0,1
29.580620160,0,0
29.580628800,1,0
29.605592800,0,0
29.605600640,0,1
29.630564800,0,0
29.630573280,1,0
29.655537920,0,0
29.655545920,0,1
29.680509760,0,0
29.680518240,1,0
29.705482720,0,0
29.705490560,0,1
29.730455360,0,0
29.730464000,1,0
29.755429280,0,0
29.755437120,0,1
29.780403520,0,0
29.780412000,1,0
29.805376800,0,0
29.805384800,0,1
29.830349120,0,0
29.830357600,1,0
29.855322720,0,0
29.855330560,0,1
29.880296160,0,0
29.880304960,1,0
29.905271680,0,0
29.905279840,0,1
29.930246560,0,0
29.930255200,1,0
29.955220320,0,0
29.955228480,0,1
29.980193600,0,0
29.980202240,1,0
30.005167680,0,0
30.005175840,0,1
30.030142240,0,0
30.030151040,1,0
30.055116640,0,0
30.055124800,0,1
30.080090240,0,0
30.080099040,1,0
30.105064640,0,0
30.105072640,0,1
30.130038720,0,0
30.130047520,1,0
30.140020000,0,0
30.165004000,1,0
30.179987360,0,0
30.179995360,0,1
30.204961120,0,0
30.204969760,1,0
30.229935680,0,0
30.229943680,0,1
30.254909760,0,0
30.254918560,1,0
30.279883360,0,0
30.279891360,0,1
30.304855360,0,0
30.304864000,1,0
30.329828320,0,0
30.329836320,0,1
30.354800160,0,0
30.354808960,1,0
30.379772640,0,0
30.379780640,0,1
30.404744000,0,0
30.404752640,1,0
30.429714880,0,0
30.429722720,0,1
30.454685760,0,0
30.454694400,1,0
30.479656320,0,0
30.479664160,0,1
30.504627360,0,0
30.504635840,1,0
30.529598400,0,0
30.529606400,0,1
30.554568960,0,0
30.554577600,1,0
30.579540320,0,0
30.579548160,0,1
30.604511200,0,0
30.604519680,1,0
30.629482560,0,0
30.629490560,0,1
30.654453920,0,0
30.654462560,1,0
30.679425600,0,0
30.679433600,0,1
30.704397600,0,0
30.704406240,1,0
30.729370400,0,0
30.729378240,0,1
30.754342080,0,0
30.754350560,1,0
30.779315040,0,0
30.779323040,0,1
30.804287680,0,0
30.804296320,1,0
30.829260160,0,0
30.829268160,0,1
30.854231520,0,0
30.854240160,1,0
30.879203840,0,0
30.879211840,0,1
30.904177440,0,0
30.904186240,1,0
30.929150720,0,0
30.929158720,0,1
30.954122560,0,0
30.954131360,1,0
30.979095520,0,0
30.979103520,0,1
31.004068160,0,0
31.004076800,1,0
31.029040160,0,0
31.029048320,0,1
31.054012000,0,0
31.054020640,1,0
31.078984480,0,0
31.078992640,0,1
31.103956640,0,0
31.103965440,1,0
31.128929120,0,0
31.128937120,0,1
31.138908640,0,0
31.163889280,0,1
31.178870240,0,0
31.178879040,1,0
31.203841600,0,0
31.203849760,0,1
31.228813280,0,0
31.228821920,1,0
31.253785280,0,0
31.253793440,0,1
31.278757920,0,0
31.278766720,1,0
31.303730080,0,0
31.303738080,0,1
31.328701920,0,0
31.328710720,1,0
31.353674240,0,0
31.353682240,0,1
31.378647040,0,0
31.378655680,1,0
31.403620160,0,0
31.403628000,0,1
31.428591520,0,0
31.428600160,1,0
31.453561920,0,0
31.453569920,0,1
31.478533600,0,0
31.478542080,1,0
31.503506080,0,0
31.503513920,0,1
31.528478080,0,0
31.528486560,1,0
31.553450080,0,0
31.553457920,0,1
31.578421440,0,0
31.578429920,1,0
31.603393280,0,0
31.603401280,0,1
31.628365760,0,0
31.628374400,1,0
31.653338880,0,0
31.653346880,0,1
31.678310080,0,0
31.678318560,1,0
31.703282560,0,0
31.703290560,0,1
31.728254400,0,0
31.728262880,1,0
31.753226240,0,0
31.753234240,0,1
31.778198560,0,0
31.778207040,1,0
31.803170720,0,0
31.803178560,0,1
31.828141760,0,0
31.828150240,1,0
31.853115520,0,0
31.853123360,0,1
31.878089920,0,0
31.878098560,1,0
31.903060640,0,0
31.903068640,0,1
31.928036000,0,0
31.928044640,1,0
31.953012000,0,0
31.953020000,0,1
31.977987520,0,0
31.977996160,1,0
32.002964000,0,0
32.002972000,0,1
32.027925440,0,0
32.027934080,1,0
32.052898880,0,0
32.052906880,0,1
32.077872480,0,0
32.077881120,1,0
32.102846880,0,0
32.102854880,0,1
32.127819680,0,0
32.127828320,1,0
32.144293600,0,0
32.169277920,1,0
32.177767680,0,0
32.177775680,0,1
32.202740960,0,0
32.202749600,1,0
32.227715200,0,0
32.227723200,0,1
32.252688320,0,0
32.252696960,1,0
32.277662880,0,0
32.277670880,0,1
32.302636800,0,0
32.302645600,1,0
32.327611360,0,0
32.327619360,0,1
32.352584640,0,0
32.352593440,1,0
32.377557600,0,0
32.377565760,0,1
32.402530080,0,0
32.402538880,1,0
32.427502240,0,0
32.427510080,0,1
32.452473920,0,0
32.452482560,1,0
32.477446560,0,0
32.477454400,0,1
32.502418240,0,0
32.502426880,1,0
32.527390560,0,0
32.527398400,0,1
32.552362880,0,0
32.552371360,1,0
32.577336160,0,0
32.577344000,0,1
32.602308960,0,0
32.602317600,1,0
32.627281280,0,0
32.627289280,0,1
32.652253600,0,0
32.652262080,1,0
32.677227680,0,0
32.677235680,0,1
32.702200640,0,0
32.702209280,1,0
32.727174560,0,0
32.727182560,0,1
32.752147520,0,0
32.752156000,1,0
32.777122080,0,0
32.777129920,0,1
32.802096320,0,0
32.802104800,1,0
32.827071200,0,0
32.827079040,0,1
32.852044480,0,0
32.852052960,1,0
32.877018560,0,0
32.877026400,0,1
32.901991360,0,0
32.902000000,1,0
32.926967520,0,0
32.926975520,0,1
32.951942080,0,0
32.951950720,1,0
32.976916800,0,0
32.976924800,0,1
33.001891360,0,0
33.001900000,1,0
33.026866240,0,0
33.026874240,0,1
33.051840320,0,0
33.051849120,1,0
33.076816480,0,0
33.076824480,0,1
33.101790560,0,0
33.101799360,1,0
33.126766720,0,0
33.126774880,0,1
33.143240960,0,0
33.168226880,0,1
33.176717120,0,0
33.176725920,1,0
33.201692000,0,0
33.201700000,0,1
33.226666720,0,0
33.226675520,1,0
33.251642400,0,0
33.251650400,0,1
33.276616160,0,0
33.276624960,1,0
33.301591360,0,0
33.301599520,0,1
33.326566720,0,0
33.326575520,1,0
33.351543840,0,0
33.351551840,0,1
33.376518400,0,0
33.376527200,1,0
33.401494080,0,0
33.401502240,0,1
33.426468800,0,0
33.426477280,1,0
33.451444160,0,0
33.451452000,0,1
33.476418080,0,0
33.476426720,1,0
33.501393440,0,0
33.501401440,0,1
33.526367360,0,0
33.526375840,1,0
33.551343840,0,0
33.551351840,0,1
33.576319360,0,0
33.576328000,1,0
33.601295200,0,0
33.601303040,0,1
33.626269920,0,0
33.626278400,1,0
33.651244640,0,0
33.651252480,0,1
33.676219040,0,0
33.676227520,1,0
33.701192800,0,0
33.701200800,0,1
33.726166400,0,0
33.726175040,1,0
33.751140960,0,0
33.751148960,0,1
33.776116000,0,0
33.776124640,1,0
33.801091040,0,0
33.801099040,0,1
33.826066080,0,0
33.826074560,1,0
33.851040960,0,0
33.851048800,0,1
33.876014400,0,0
33.876023040,1,0
33.900988480,0,0
33.900996480,0,1
33.925963680,0,0
33.925972480,1,0
33.950939040,0,0
33.950947200,0,1
33.975914720,0,0
33.975923360,1,0
34.000890560,0,0
34.000898720,0,1
34.025866880,0,0
34.025875680,1,0
34.050844000,0,0
34.050852000,0,1
34.075818720,0,0
34.075827360,1,0
34.100794400,0,0
34.100802400,0,1
34.125769600,0,0
34.125778400,1,0
34.142244960,0,0
34.167230080,1,0
34.175720160,0,0
34.175728160,0,1
34.200695200,0,0
34.200704000,1,0
34.225670400,0,0
34.225678560,0,1
34.250645760,0,0
34.250654400,1,0
34.275621280,0,0
34.275629440,0,1
34.300595520,0,0
34.300604320,1,0
34.325571840,0,0
34.325579840,0,1
34.350547520,0,0
34.350556320,1,0
34.375523840,0,0
34.375531840,0,1
34.400500000,0,0
34.400508800,1,0
34.425475840,0,0
34.425483840,0,1
34.450453280,0,0
34.450462080,1,0
34.475429920,0,0
34.475437920,0,1
34.500406400,0,0
34.500415040,1,0
34.525383360,0,0
34.525391520,0,1
34.550359360,0,0
34.550368000,1,0
34.575335040,0,0
34.575343040,0,1
34.600310560,0,0
34.600319360,1,0
34.625286400,0,0
34.625294560,0,1
34.650262240,0,0
34.650270880,1,0
34.675238080,0,0
34.675246080,0,1
34.700213280,0,0
34.700222080,1,0
34.725189440,0,0
34.725197440,0,1
34.750165280,0,0
34.750174080,1,0
34.775141120,0,0
34.775149120,0,1
34.800115520,0,0
34.800124160,1,0
34.825092160,0,0
34.825100320,0,1
34.850069120,0,0
34.850077920,1,0
34.875046400,0,0
34.875054400,0,1
34.900021920,0,0
34.900030560,1,0
34.924998080,0,0
34.925006080,0,1
34.949974560,0,0
34.949983200,1,0
34.974952160,0,0
34.974960160,0,1
34.999928960,0,0
34.999937760,1,0
35.024905760,0,0
35.024913920,0,1
35.049882880,0,0
35.049891680,1,0
35.074860800,0,0
35.074868800,0,1
35.099838560,0,0
35.099847360,1,0
35.124815040,0,0
35.124823200,0,1
35.141290240,0,0
35.166277280,0,1
35.174768480,0,0
35.174777120,1,0
35.199745600,0,0
35.199753600,0,1
35.224721920,0,0
35.224730720,1,0
35.249698720,0,0
35.249706880,0,1
35.274674400,0,0
35.274683200,1,0
35.299650400,0,0
35.299658560,0,1
35.324626080,0,0
35.324634880,1,0
35.349602560,0,0
35.349610560,0,1
35.374578560,0,0
35.374587360,1,0
35.399555040,0,0
35.399563200,0,1
35.424529920,0,0
35.424538720,1,0
35.449505440,0,0
35.449513440,0,1
35.474479200,0,0
35.474487840,1,0
35.499453280,0,0
35.499461440,0,1
35.524427200,0,0
35.524436000,1,0
35.549403680,0,0
35.549411840,0,1
35.574378880,0,0
35.574387520,1,0
35.599354720,0,0
35.599362880,0,1
35.624329760,0,0
35.624338560,1,0
35.649305600,0,0
35.649313760,0,1
35.674280320,0,0
35.674289120,1,0
35.699255520,0,0
35.699263520,0,1
35.724230400,0,0
35.724239200,1,0
35.749206400,0,0
35.749214560,0,1
35.774181760,0,0
35.774190560,1,0
35.799158400,0,0
35.799166400,0,1
35.824134080,0,0
35.824142720,1,0
35.849110080,0,0
35.849118080,0,1
35.874083840,0,0
35.874092480,1,0
35.899058880,0,0
35.899066880,0,1
35.924033280,0,0
35.924042080,1,0
35.949008320,0,0
35.949016320,0,1
35.973983200,0,0
35.973991840,1,0
35.998958240,0,0
35.998966240,0,1
36.023930400,0,0
36.023939200,1,0
36.048902720,0,0
36.048910720,0,1
36.073874880,0,0
36.073883520,1,0
36.098847840,0,0
36.098856000,0,1
36.123819680,0,0
36.123828320,1,0
36.140912882,1,0
